,ScripToken,LTPrice,LTQuantity,LTDate,BidPrice,BidQuantity,OfferPrice,OfferQuantity,TotalTradedQty,TradedQuantity,AverageTradePrice,Open,High,Low,Close,PerChange,TurnOver,YearlyHigh,YearlyLow,UpperCkt,LowerCkt,Difference,CostofCarry1,CostOfCarry2,ChangeIndicator,SpotPrice,OITime,OI,OIHigh,OILow,TotalTrades,TradeValueFlag,Trend,SunFlag,AllnoneFlag,Tender,PriceQuotation,TotalBuyQty,TotalSellQty,SegmentId,OIDifference,OIDiffPercentage
9085,64849,11930,300,06/24/2020 13:08:41,11810,600,11950,300,14400,600,12141,12525,12525,11835,13500,-1163,1700,0,0,0,0,-1570,0,0,-,205815,13:08:14,11400,11400,7800,0,,,,,0,,18000,24000,,3000,3571
9086,95734,1048870,75,06/24/2020 13:09:19,1048850,150,1048890,75,10498650,150,1048427,1049930,1053610,1042500,1046770,20,110070700,0,0,0,0,2100,-7328,-7189,+,1050960,13:09:19,8759325,8780100,7398825,0,,,,,0,,482775,291675,,1360500,1839
9087,46281,435,75,06/24/2020 13:09:17,430,150,435,975,5186325,600,480,565,665,370,760,-4276,24900,0,0,0,0,-325,0,0,-,1050960,13:09:17,3288000,3491025,3284550,0,,,,,0,,403800,123825,,-194025,-557
9088,46283,550,75,06/24/2020 13:09:39,540,4350,550,20475,12379050,25050,620,465,875,440,955,-4241,76800,0,0,0,0,-405,0,0,-,1050380,13:09:38,4955325,5018100,4608750,0,,,,,0,,798225,521850,,314175,677
9089,106180,420,250,06/24/2020 13:09:25,395,250,410,500,235000,750,650,985,1020,400,1310,-6794,1500,0,0,0,0,-890,0,0,-,205815,13:09:25,134000,183500,134000,0,,,,,0,,30750,41500,,-46000,-2556
9090,46286,38710,75,06/24/2020 13:09:36,38525,450,38680,75,451200,2550,40034,39315,44185,33705,37945,202,180600,0,0,0,0,765,0,0,+,1050380,13:09:36,1049325,1162950,1047750,0,,,,,0,,372375,52800,,-65850,-590
9091,46287,745,225,06/24/2020 13:09:39,745,2775,755,3450,11556075,1200,830,1150,1235,600,1280,-4180,95900,0,0,0,0,-535,0,0,-,1049270,13:09:39,2505375,2521800,2045625,0,,,,,0,,383850,197925,,420300,2016
9092,46288,29160,300,06/24/2020 13:09:38,28980,600,29175,300,1115700,300,29768,30945,34430,24215,28440,253,332100,0,0,0,0,720,0,0,+,1049270,13:09:38,724050,862050,724050,0,,,,,0,,433350,74550,,-138000,-1601
9093,46290,1100,1500,06/24/2020 13:09:39,1100,1650,1105,225,18642450,3075,1215,1490,1860,830,1795,-3872,226500,0,0,0,0,-695,0,0,-,1049270,13:09:39,2766375,2920200,2664525,0,,,,,0,,712425,339450,,98250,368
9094,46293,19785,75,06/24/2020 13:09:39,19795,150,19875,150,4035675,75,20350,21310,25000,15605,19460,167,821300,0,0,0,0,325,0,0,+,1049270,13:09:39,1352925,1590225,1341300,0,,,,,0,,489375,107475,,-237300,-1492
9095,106181,2550,250,06/24/2020 13:09:17,2515,250,2590,500,267500,250,2510,1810,3125,1810,2135,1944,6700,0,0,0,0,415,0,0,+,205850,13:09:17,106250,164250,106250,0,,,,,0,,87750,84000,,-55750,-3441
9096,46294,1895,75,06/24/2020 13:09:39,1885,75,1895,825,31387200,5925,2100,2170,3145,1400,2895,-3454,659100,0,0,0,0,-1000,0,0,-,1049270,13:09:38,3358800,3538575,2883750,0,,,,,0,,563775,477750,,475050,1647
9097,46298,6180,75,06/24/2020 13:09:40,6175,750,6210,225,56548350,12300,6762,6985,9495,4350,6475,-456,3823800,0,0,0,0,-295,0,0,-,1049270,13:09:39,6348375,6628575,3616275,0,,,,,0,,547350,764700,,2732100,7555
9098,64845,6810,300,06/24/2020 13:09:35,6785,600,6855,300,87300,300,6975,7230,7480,6600,7645,-1092,6100,0,0,0,0,-835,0,0,-,205750,13:09:35,50100,50700,38100,0,,,,,0,,31200,32100,,12000,3150
9099,64846,9260,300,06/24/2020 13:09:36,9270,300,9330,300,69900,300,9309,8600,9820,8600,8560,818,6500,0,0,0,0,700,0,0,+,205750,13:09:37,48000,49200,44700,0,,,,,0,,27900,28800,,2400,526
9100,64847,9175,300,06/24/2020 13:09:37,9110,600,9200,300,14400,300,9374,9975,9975,8900,10010,-834,1300,0,0,0,0,-835,0,0,-,205750,13:09:37,7200,7200,3900,0,,,,,0,,28200,25800,,3000,7143
9101,64848,7175,300,06/24/2020 13:09:22,7100,300,7155,300,219600,900,7179,6550,7600,6550,6560,938,15800,0,0,0,0,615,0,0,+,205860,13:09:22,101400,107400,82200,0,,,,,0,,38400,46800,,19200,2336
9102,64852,4075,300,06/24/2020 13:09:36,4010,600,4095,300,65700,300,4106,3960,4420,3590,3695,1028,2700,0,0,0,0,380,0,0,+,205750,13:09:36,119400,119700,105300,0,,,,,0,,31200,24600,,11700,1086
9103,95734,1047945,150,06/24/2020 13:09:39,1047830,75,1047945,375,10561575,44775,1048425,1049930,1053610,1042500,1046770,11,110730200,0,0,0,0,1175,-5009,-4609,+,1049270,13:09:39,8759325,8780100,7398825,0,,,,,0,,448875,293700,,1360500,1839
9104,46281,435,75,06/24/2020 13:09:38,435,900,440,150,5195850,7050,480,565,665,370,760,-4276,24900,0,0,0,0,-325,0,0,-,1050380,13:09:38,3288000,3491025,3284550,0,,,,,0,,393450,118875,,-194025,-557
9105,46283,550,75,06/24/2020 13:09:58,540,1650,550,7125,12419250,75,620,465,875,440,955,-4241,77000,0,0,0,0,-405,0,0,-,1049535,13:09:58,4955325,5018100,4608750,0,,,,,0,,797400,512700,,314175,677
9106,46286,38770,75,06/24/2020 13:09:51,38735,600,38940,450,451575,75,40033,39315,44185,33705,37945,217,180800,0,0,0,0,825,0,0,+,1049270,13:09:51,1049325,1162950,1047750,0,,,,,0,,385350,56925,,-65850,-590
9107,46287,735,150,06/24/2020 13:09:57,730,2850,740,1875,11566800,300,830,1150,1235,600,1280,-4258,96000,0,0,0,0,-545,0,0,-,1049540,13:09:57,2505375,2521800,2045625,0,,,,,0,,380850,199125,,420300,2016
9108,46288,29250,300,06/24/2020 13:09:51,29105,300,29265,450,1116600,300,29767,30945,34430,24215,28440,285,332400,0,0,0,0,810,0,0,+,1049270,13:09:51,724050,862050,724050,0,,,,,0,,433800,72225,,-138000,-1601
9109,46290,1080,300,06/24/2020 13:09:59,1075,2250,1085,1275,18660900,375,1214,1490,1860,830,1795,-3983,226500,0,0,0,0,-715,0,0,-,1049570,13:09:58,2766375,2920200,2664525,0,,,,,0,,704025,351525,,98250,368
9110,46293,19820,75,06/24/2020 13:09:59,19855,450,19960,375,4038450,600,20349,21310,25000,15605,19460,185,821800,0,0,0,0,360,0,0,+,1049570,13:09:58,1352925,1590225,1341300,0,,,,,0,,497700,105600,,-237300,-1492
9111,106181,2530,250,06/24/2020 13:09:50,2495,250,2590,250,268250,750,2510,1810,3125,1810,2135,1850,6700,0,0,0,0,395,0,0,+,205735,13:09:50,106250,164250,106250,0,,,,,0,,87500,84000,,-55750,-3441
9112,46294,1860,75,06/24/2020 13:09:59,1855,2475,1870,300,31458000,2775,2099,2170,3145,1400,2895,-3575,660300,0,0,0,0,-1035,0,0,-,1049570,13:09:59,3358800,3538575,2883750,0,,,,,0,,577650,485025,,475050,1647
9113,46298,6260,75,06/24/2020 13:10:00,6245,600,6275,300,56677425,22650,6760,6985,9495,4350,6475,-332,3831400,0,0,0,0,-215,0,0,-,1049560,13:09:59,6348375,6628575,3616275,0,,,,,0,,571350,763575,,2732100,7555
9114,64845,6800,300,06/24/2020 13:09:50,6765,300,6820,300,87600,300,6975,7230,7480,6600,7645,-1105,6100,0,0,0,0,-845,0,0,-,205775,13:09:50,50100,50700,38100,0,,,,,0,,30000,32100,,12000,3150
9115,106183,695,250,06/24/2020 13:09:50,700,250,740,250,387250,750,764,655,1020,575,785,-1146,3000,0,0,0,0,-90,0,0,-,205735,13:09:50,308250,344500,307000,0,,,,,0,,100500,130500,,-26250,-785
9116,95734,1048000,75,06/24/2020 13:09:59,1047900,750,1048000,375,10590900,2250,1048424,1049930,1053610,1042500,1046770,12,111037500,0,0,0,0,1230,-5808,-5460,+,1049570,13:09:59,8759325,8780100,7398825,0,,,,,0,,462150,291450,,1360500,1839
9117,46281,430,225,06/24/2020 13:09:48,430,1050,435,1125,5213550,1350,480,565,665,370,760,-4342,25000,0,0,0,0,-330,0,0,-,1049270,13:09:48,3288000,3491025,3284550,0,,,,,0,,399675,125850,,-194025,-557
9118,46283,585,150,06/24/2020 13:10:18,580,225,585,675,12438225,2850,620,465,875,440,955,-3874,77100,0,0,0,0,-370,0,0,-,1048640,13:10:18,4955325,5018100,4608750,0,,,,,0,,799950,497400,,314175,677
9119,106180,420,250,06/24/2020 13:10:16,395,750,420,1500,235500,500,650,985,1020,400,1310,-6794,1500,0,0,0,0,-890,0,0,-,205740,13:09:25,134000,183500,134000,0,,,,,0,,31500,39250,,-46000,-2556
9120,46286,38160,75,06/24/2020 13:10:09,37875,150,38105,75,451800,150,40032,39315,44185,33705,37945,57,180900,0,0,0,0,215,0,0,+,1048895,13:10:09,1049325,1162950,1047750,0,,,,,0,,384825,58950,,-65850,-590
9121,46287,795,150,06/24/2020 13:10:16,795,150,800,150,11587275,225,830,1150,1235,600,1280,-3789,96200,0,0,0,0,-485,0,0,-,1048665,13:10:17,2505375,2521800,2045625,0,,,,,0,,380475,192675,,420300,2016
9122,46288,28030,225,06/24/2020 13:10:17,27940,300,28060,150,1118925,300,29765,30945,34430,24215,28440,-144,333000,0,0,0,0,-410,0,0,-,1048635,13:10:17,724050,862050,724050,0,,,,,0,,431400,74925,,-138000,-1601
9123,46290,1180,150,06/24/2020 13:10:18,1175,1200,1185,825,18703875,1725,1214,1490,1860,830,1795,-3426,227100,0,0,0,0,-615,0,0,-,1048635,13:10:18,2766375,2920200,2664525,0,,,,,0,,691575,314175,,98250,368
9124,46293,18850,75,06/24/2020 13:10:20,18800,75,18895,150,4048350,300,20346,21310,25000,15605,19460,-313,823700,0,0,0,0,-610,0,0,-,1048600,13:10:19,1352925,1590225,1341300,0,,,,,0,,490275,109725,,-237300,-1492
9125,46294,2055,75,06/24/2020 13:10:19,2030,150,2040,1050,31554375,2025,2099,2170,3145,1400,2895,-2902,662300,0,0,0,0,-840,0,0,-,1048640,13:10:18,3358800,3538575,2883750,0,,,,,0,,574500,462975,,475050,1647
9126,46298,5690,75,06/24/2020 13:10:20,5695,225,5725,450,56892975,11475,6757,6985,9495,4350,6475,-1212,3844300,0,0,0,0,-785,0,0,-,1048600,13:10:19,6348375,6628575,3616275,0,,,,,0,,509700,767475,,2732100,7555
9127,64845,6810,600,06/24/2020 13:10:00,6810,300,6875,300,90600,3000,6969,7230,7480,6600,7645,-1092,6300,0,0,0,0,-835,0,0,-,205735,13:09:50,50100,50700,38100,0,,,,,0,,30900,32400,,12000,3150
9128,64846,9295,300,06/24/2020 13:10:09,9235,300,9295,300,70200,300,9309,8600,9820,8600,8560,859,6500,0,0,0,0,735,0,0,+,205750,13:10:09,48000,49200,44700,0,,,,,0,,28200,28500,,2400,526
9129,106184,4650,250,06/24/2020 13:09:59,4575,250,4885,500,26250,250,5142,6200,6250,4480,6980,-3338,1300,0,0,0,0,-2330,0,0,-,205735,13:10:00,22000,31000,20750,0,,,,,0,,68250,67250,,-6000,-2143
9130,95734,1046835,75,06/24/2020 13:10:17,1046815,75,1046955,75,10640325,2100,1048418,1049930,1053610,1042500,1046770,1,111555100,0,0,0,0,65,-6439,-5952,+,1048665,13:10:17,8759325,8780100,7398825,0,,,,,0,,427050,289275,,1360500,1839
9131,46281,460,600,06/24/2020 13:10:19,455,1500,460,900,5235750,2400,479,565,665,370,760,-3947,25100,0,0,0,0,-300,0,0,-,1048640,13:10:18,3288000,3491025,3284550,0,,,,,0,,397725,123075,,-194025,-557
9132,46283,610,300,06/24/2020 13:10:39,610,4800,620,1575,12532275,300,620,465,875,440,955,-3613,77700,0,0,0,0,-345,0,0,-,1047380,13:10:38,4955325,5018100,4608750,0,,,,,0,,811200,471450,,314175,677
9133,106180,420,250,06/24/2020 13:10:24,405,500,420,1250,235750,250,649,985,1020,400,1310,-6794,1500,0,0,0,0,-890,0,0,-,205780,13:09:25,134000,183500,134000,0,,,,,0,,31500,39000,,-46000,-2556
9134,46286,36895,150,06/24/2020 13:10:40,36580,150,36800,300,452625,150,40026,39315,44185,33705,37945,-277,181200,0,0,0,0,-1050,0,0,-,1047415,13:10:32,1049325,1162950,1047750,0,,,,,0,,386475,60600,,-65850,-590
9135,46287,845,225,06/24/2020 13:10:40,845,150,850,600,11630850,3000,830,1150,1235,600,1280,-3398,96500,0,0,0,0,-435,0,0,-,1047380,13:10:38,2505375,2521800,2045625,0,,,,,0,,381375,190350,,420300,2016
9136,46288,27280,75,06/24/2020 13:10:37,27085,75,27250,300,1121775,525,29759,30945,34430,24215,28440,-408,333800,0,0,0,0,-1160,0,0,-,1047375,13:10:34,724050,862050,724050,0,,,,,0,,431775,76425,,-138000,-1601
9137,46290,1260,75,06/24/2020 13:10:38,1255,975,1265,1050,18794700,4575,1214,1490,1860,830,1795,-2981,228200,0,0,0,0,-535,0,0,-,1047375,13:10:34,2766375,2920200,2664525,0,,,,,0,,700125,300450,,98250,368
9138,46293,18085,75,06/24/2020 13:10:40,18040,75,18130,300,4074975,1875,20334,21310,25000,15605,19460,-707,828600,0,0,0,0,-1375,0,0,-,1047380,13:10:39,1352925,1590225,1341300,0,,,,,0,,487275,105150,,-237300,-1492
9139,106181,2520,250,06/24/2020 13:10:21,2475,250,2565,250,268500,250,2510,1810,3125,1810,2135,1803,6700,0,0,0,0,385,0,0,+,205780,13:09:50,106250,164250,106250,0,,,,,0,,87750,83500,,-55750,-3441
9140,46294,2255,375,06/24/2020 13:10:40,2255,225,2265,300,31724025,15225,2099,2170,3145,1400,2895,-2211,665900,0,0,0,0,-640,0,0,-,1047380,13:10:39,3358800,3538575,2883750,0,,,,,0,,591225,420075,,475050,1647
9141,46298,5350,75,06/24/2020 13:10:40,5345,600,5370,225,57177300,13350,6751,6985,9495,4350,6475,-1737,3860000,0,0,0,0,-1125,0,0,-,1047380,13:10:39,6348375,6628575,3616275,0,,,,,0,,488850,784800,,2732100,7555
9142,64845,6850,300,06/24/2020 13:10:36,6775,300,6845,300,91500,900,6968,7230,7480,6600,7645,-1040,6400,0,0,0,0,-795,0,0,-,205735,13:10:17,50100,50700,38100,0,,,,,0,,29400,32400,,12000,3150
9143,64846,9310,300,06/24/2020 13:10:36,9300,300,9390,300,70800,300,9309,8600,9820,8600,8560,876,6600,0,0,0,0,750,0,0,+,205740,13:10:36,48000,49200,44700,0,,,,,0,,28500,28500,,2400,526
9144,64848,7120,300,06/24/2020 13:10:30,7115,300,7200,300,220500,600,7179,6550,7600,6550,6560,854,15800,0,0,0,0,560,0,0,+,205735,13:10:30,101400,107400,82200,0,,,,,0,,37200,47100,,19200,2336
9145,95734,1045820,75,06/24/2020 13:10:39,1045810,75,1045995,75,10720725,4125,1048401,1049930,1053610,1042500,1046770,-9,112396200,0,0,0,0,-950,-5471,-4826,-,1047380,13:10:38,8759325,8780100,7398825,0,,,,,0,,408600,273150,,1360500,1839
9146,46281,480,75,06/24/2020 13:10:39,475,1275,485,1575,5252250,600,479,565,665,370,760,-3684,25200,0,0,0,0,-280,0,0,-,1047415,13:10:38,3288000,3491025,3284550,0,,,,,0,,397425,120450,,-194025,-557
9147,46283,620,75,06/24/2020 13:10:59,615,3825,620,7650,12576600,975,620,465,875,440,955,-3508,78000,0,0,0,0,-335,0,0,-,1047735,13:10:59,4955325,5018100,4608750,0,,,,,0,,801600,470475,,314175,677
9148,46286,36895,75,06/24/2020 13:10:49,36880,75,37045,150,453075,75,40023,39315,44185,33705,37945,-277,181300,0,0,0,0,-1050,0,0,-,1047890,13:10:49,1049325,1162950,1047750,0,,,,,0,,387375,58575,,-65850,-590
9149,46287,840,75,06/24/2020 13:10:59,840,1800,850,975,11657250,975,830,1150,1235,600,1280,-3438,96800,0,0,0,0,-440,0,0,-,1047735,13:10:58,2505375,2521800,2045625,0,,,,,0,,382350,193875,,420300,2016
9150,46288,27285,75,06/24/2020 13:10:58,27280,300,27425,300,1125300,750,29751,30945,34430,24215,28440,-406,334800,0,0,0,0,-1155,0,0,-,1047735,13:10:57,724050,862050,724050,0,,,,,0,,431850,74550,,-138000,-1601
9151,46290,1265,150,06/24/2020 13:10:59,1255,2550,1265,150,18842775,225,1214,1490,1860,830,1795,-2953,228800,0,0,0,0,-530,0,0,-,1047735,13:10:58,2766375,2920200,2664525,0,,,,,0,,695250,300225,,98250,368
9152,46293,18440,75,06/24/2020 13:10:59,18315,300,18440,150,4086525,1650,20328,21310,25000,15605,19460,-524,830700,0,0,0,0,-1020,0,0,-,1047735,13:10:59,1352925,1590225,1341300,0,,,,,0,,491400,100350,,-237300,-1492
9153,106181,2545,250,06/24/2020 13:10:36,2505,250,2600,250,268750,250,2510,1810,3125,1810,2135,1920,6700,0,0,0,0,410,0,0,+,205760,13:10:36,106250,164250,106250,0,,,,,0,,87500,82000,,-55750,-3441
9154,46294,2230,75,06/24/2020 13:10:57,2230,75,2235,150,31834350,15525,2100,2170,3145,1400,2895,-2297,668500,0,0,0,0,-665,0,0,-,1047735,13:10:56,3358800,3538575,2883750,0,,,,,0,,574875,439275,,475050,1647
9155,46298,5580,75,06/24/2020 13:10:59,5580,225,5610,375,57360000,6450,6747,6985,9495,4350,6475,-1382,3870100,0,0,0,0,-895,0,0,-,1047735,13:10:59,6348375,6628575,3616275,0,,,,,0,,515925,757125,,2732100,7555
9156,106183,745,250,06/24/2020 13:10:51,705,250,750,1750,388000,750,764,655,1020,575,785,-510,3000,0,0,0,0,-40,0,0,-,205705,13:10:51,308250,344500,307000,0,,,,,0,,68500,99000,,-26250,-785
9157,64852,4100,300,06/24/2020 13:10:45,4060,300,4130,300,66000,300,4106,3960,4420,3590,3695,1096,2700,0,0,0,0,405,0,0,+,205760,13:10:45,119400,119700,105300,0,,,,,0,,31500,24900,,11700,1086
9158,106184,4800,250,06/24/2020 13:10:51,4265,250,4900,250,26500,250,5139,6200,6250,4480,6980,-3123,1400,0,0,0,0,-2180,0,0,-,205705,13:10:51,22000,31000,20750,0,,,,,0,,38250,34250,,-6000,-2143
9159,95734,1046100,75,06/24/2020 13:10:59,1046035,75,1046135,525,10752375,975,1048394,1049930,1053610,1042500,1046770,-6,112727300,0,0,0,0,-670,-5922,-5574,-,1047735,13:10:59,8759325,8780100,7398825,0,,,,,0,,426450,272025,,1360500,1839
9160,46281,480,75,06/24/2020 13:10:59,475,1200,485,2175,5253900,75,479,565,665,370,760,-3684,25200,0,0,0,0,-280,0,0,-,1047735,13:10:58,3288000,3491025,3284550,0,,,,,0,,402225,123000,,-194025,-557
9161,46283,670,300,06/24/2020 13:11:18,665,1725,675,6900,12634350,8325,620,465,875,440,955,-2984,78300,0,0,0,0,-285,0,0,-,1047200,13:11:18,4955325,5018100,4608750,0,,,,,0,,800775,441450,,314175,677
9162,106180,420,1000,06/24/2020 13:11:11,390,500,420,500,237500,1750,648,985,1020,400,1310,-6794,1500,0,0,0,0,-890,0,0,-,205835,13:11:11,134000,183500,134000,0,,,,,0,,30750,38000,,-46000,-2556
9163,46286,36000,75,06/24/2020 13:11:14,35940,600,36110,225,453675,75,40018,39315,44185,33705,37945,-513,181600,0,0,0,0,-1945,0,0,-,1047290,13:10:49,1049325,1162950,1047750,0,,,,,0,,386550,59400,,-65850,-590
9164,46287,920,75,06/24/2020 13:11:18,915,825,920,75,11686575,675,830,1150,1235,600,1280,-2812,97000,0,0,0,0,-360,0,0,-,1047200,13:11:18,2505375,2521800,2045625,0,,,,,0,,382125,190875,,420300,2016
9165,46288,26510,75,06/24/2020 13:11:15,26400,525,26505,75,1126950,150,29746,30945,34430,24215,28440,-679,335200,0,0,0,0,-1930,0,0,-,1047290,13:11:14,724050,862050,724050,0,,,,,0,,429375,75150,,-138000,-1601
9166,46290,1370,225,06/24/2020 13:11:18,1370,675,1375,1275,18916725,7650,1215,1490,1860,830,1795,-2368,229800,0,0,0,0,-425,0,0,-,1047200,13:11:18,2766375,2920200,2664525,0,,,,,0,,700125,304200,,98250,368
9167,46293,17505,150,06/24/2020 13:11:18,17465,75,17525,150,4113525,2925,20313,21310,25000,15605,19460,-1005,835600,0,0,0,0,-1955,0,0,-,1047105,13:11:19,1352925,1590225,1341300,0,,,,,0,,485325,104400,,-237300,-1492
9168,46294,2425,75,06/24/2020 13:11:18,2430,75,2440,75,31982175,6150,2101,2170,3145,1400,2895,-1623,671900,0,0,0,0,-470,0,0,-,1047105,13:11:19,3358800,3538575,2883750,0,,,,,0,,542850,442950,,475050,1647
9169,46298,5170,75,06/24/2020 13:11:15,5145,375,5170,675,57537000,15150,6743,6985,9495,4350,6475,-2015,3879700,0,0,0,0,-1305,0,0,-,1047290,13:11:09,6348375,6628575,3616275,0,,,,,0,,475725,790425,,2732100,7555
9170,64845,6815,300,06/24/2020 13:11:02,6735,300,6870,300,91800,300,6967,7230,7480,6600,7645,-1086,6400,0,0,0,0,-830,0,0,-,205750,13:11:02,50100,50700,38100,0,,,,,0,,28500,32100,,12000,3150
9171,64846,9315,300,06/24/2020 13:11:02,9285,300,9350,300,71100,300,9309,8600,9820,8600,8560,882,6600,0,0,0,0,755,0,0,+,205715,13:11:02,48000,49200,44700,0,,,,,0,,28200,29100,,2400,526
9172,64847,9135,300,06/24/2020 13:11:11,8985,600,9130,300,14700,300,9369,9975,9975,8900,10010,-874,1400,0,0,0,0,-875,0,0,-,205750,13:11:11,7200,7200,3900,0,,,,,0,,26100,26400,,3000,7143
9173,64848,7200,300,06/24/2020 13:11:11,7130,300,7215,300,221400,600,7179,6550,7600,6550,6560,976,15900,0,0,0,0,640,0,0,+,205750,13:11:11,101400,107400,82200,0,,,,,0,,36900,46800,,19200,2336
9174,95734,1045100,75,06/24/2020 13:11:19,1045100,1275,1045125,75,10793400,3075,1048384,1049930,1053610,1042500,1046770,-16,113156300,0,0,0,0,-1670,-6989,-6902,-,1047105,13:11:19,8759325,8780100,7398825,0,,,,,0,,410325,269400,,1360500,1839
9175,46281,505,75,06/24/2020 13:11:17,505,1800,515,2400,5269575,525,480,565,665,370,760,-3355,25300,0,0,0,0,-255,0,0,-,1047255,13:11:17,3288000,3491025,3284550,0,,,,,0,,393975,114675,,-194025,-557
9176,46283,720,150,06/24/2020 13:11:35,710,7275,720,525,12673650,225,620,465,875,440,955,-2461,78600,0,0,0,0,-235,0,0,-,1046110,13:11:35,4955325,5018100,4608750,0,,,,,0,,814125,428925,,314175,677
9177,46286,35585,75,06/24/2020 13:11:38,35605,75,35865,675,454650,300,40009,39315,44185,33705,37945,-622,181900,0,0,0,0,-2360,0,0,-,1046210,13:11:38,1049325,1162950,1047750,0,,,,,0,,386025,57525,,-65850,-590
9178,46287,975,150,06/24/2020 13:11:39,965,1200,975,1125,11746800,5625,831,1150,1235,600,1280,-2383,97600,0,0,0,0,-305,0,0,-,1046195,13:11:39,2505375,2521800,2045625,0,,,,,0,,381825,189825,,420300,2016
9179,46288,25845,75,06/24/2020 13:11:34,25880,225,26045,300,1129125,375,29740,30945,34430,24215,28440,-912,335800,0,0,0,0,-2595,0,0,-,1046135,13:11:35,724050,862050,724050,0,,,,,0,,431400,73200,,-138000,-1601
9180,46290,1455,150,06/24/2020 13:11:39,1450,900,1460,750,19025625,2175,1216,1490,1860,830,1795,-1894,231400,0,0,0,0,-340,0,0,-,1046210,13:11:39,2766375,2920200,2664525,0,,,,,0,,706650,297075,,98250,368
9181,46293,17305,75,06/24/2020 13:11:39,17260,375,17375,75,4136475,2475,20296,21310,25000,15605,19460,-1107,839500,0,0,0,0,-2155,0,0,-,1046210,13:11:38,1352925,1590225,1341300,0,,,,,0,,493425,99225,,-237300,-1492
9182,46294,2575,75,06/24/2020 13:11:39,2575,75,2585,75,32174625,30600,2103,2170,3145,1400,2895,-1105,676600,0,0,0,0,-320,0,0,-,1046210,13:11:38,3358800,3538575,2883750,0,,,,,0,,546675,410625,,475050,1647
9183,46298,4940,75,06/24/2020 13:11:36,4935,75,4960,600,57807000,6225,6735,6985,9495,4350,6475,-2371,3893300,0,0,0,0,-1535,0,0,-,1046110,13:11:36,6348375,6628575,3616275,0,,,,,0,,488700,775800,,2732100,7555
9184,64846,9295,300,06/24/2020 13:11:33,9285,300,9315,300,71400,300,9308,8600,9820,8600,8560,859,6600,0,0,0,0,735,0,0,+,205880,13:11:33,48000,49200,44700,0,,,,,0,,28500,29100,,2400,526
9185,64847,9115,300,06/24/2020 13:11:21,9055,300,9175,300,15000,300,9364,9975,9975,8900,10010,-894,1400,0,0,0,0,-895,0,0,-,205880,13:11:21,7200,7200,3900,0,,,,,0,,26100,26100,,3000,7143
9186,64848,7140,300,06/24/2020 13:11:29,7105,300,7175,600,222000,600,7179,6550,7600,6550,6560,884,15900,0,0,0,0,580,0,0,+,205880,13:11:29,101400,107400,82200,0,,,,,0,,37200,47400,,19200,2336
9187,95734,1044795,75,06/24/2020 13:11:39,1044610,75,1044770,150,10857600,975,1048363,1049930,1053610,1042500,1046770,-19,113827100,0,0,0,0,-1975,-5582,-5024,-,1046210,13:11:39,8759325,8780100,7398825,0,,,,,0,,397125,287250,,1360500,1839
9188,46281,540,75,06/24/2020 13:11:40,530,3225,540,1200,5290200,300,480,565,665,370,760,-2895,25400,0,0,0,0,-220,0,0,-,1046195,13:11:38,3288000,3491025,3284550,0,,,,,0,,395250,111525,,-194025,-557
9189,46283,700,75,06/24/2020 13:11:59,700,2475,705,2700,12728475,3225,621,465,875,440,955,-2670,79000,0,0,0,0,-255,0,0,-,1046325,13:11:58,4955325,5018100,4608750,0,,,,,0,,801750,436725,,314175,677
9190,46286,35980,75,06/24/2020 13:11:55,35885,225,36095,450,454800,75,40008,39315,44185,33705,37945,-518,182000,0,0,0,0,-1965,0,0,-,1046415,13:11:47,1049325,1162950,1047750,0,,,,,0,,387450,59625,,-65850,-590
9191,46287,960,225,06/24/2020 13:11:59,960,150,965,1425,11824950,16275,831,1150,1235,600,1280,-2500,98300,0,0,0,0,-320,0,0,-,1046215,13:11:59,2505375,2521800,2045625,0,,,,,0,,380700,188175,,420300,2016
9192,46288,26200,75,06/24/2020 13:11:57,26130,150,26270,300,1131000,150,29734,30945,34430,24215,28440,-788,336300,0,0,0,0,-2240,0,0,-,1046185,13:11:50,724050,862050,724050,0,,,,,0,,431550,76500,,-138000,-1601
9193,46290,1435,75,06/24/2020 13:11:59,1430,225,1440,2775,19103700,6750,1217,1490,1860,830,1795,-2006,232500,0,0,0,0,-360,0,0,-,1046325,13:11:59,2766375,2920200,2664525,0,,,,,0,,703950,307650,,98250,368
9194,46293,17325,150,06/24/2020 13:11:59,17295,225,17390,300,4147125,150,20289,21310,25000,15605,19460,-1097,841400,0,0,0,0,-2135,0,0,-,1046325,13:11:59,1352925,1590225,1341300,0,,,,,0,,497850,93900,,-237300,-1492
9195,106181,2570,250,06/24/2020 13:11:11,2490,500,2645,250,269750,1000,2510,1810,3125,1810,2135,2037,6800,0,0,0,0,435,0,0,+,205750,13:11:11,106250,164250,106250,0,,,,,0,,87750,82750,,-55750,-3441
9196,46294,2550,75,06/24/2020 13:11:59,2545,525,2560,375,32292225,5775,2105,2170,3145,1400,2895,-1192,679800,0,0,0,0,-345,0,0,-,1046325,13:11:59,3358800,3538575,2883750,0,,,,,0,,541275,433050,,475050,1647
9197,46298,4990,75,06/24/2020 13:11:59,4970,525,4985,75,58082325,21825,6727,6985,9495,4350,6475,-2293,3907200,0,0,0,0,-1485,0,0,-,1046325,13:11:59,6348375,6628575,3616275,0,,,,,0,,484875,751875,,2732100,7555
